File name	md5	FTP url	Assay	Description	Instrument	Cell line	Cell type	Biosample	Archive	Accession type	Accession	Archive url	Cell line growing conditions for this assay	Cell line passage number for this assay	Disease status	Sex	Assay description
HPSI0214i-eiwy_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20160125.tsv	b6ef884e83c0e24a152141031c38e4c6	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267069/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-eiwy_1	iPSC	SAMEA2645805	ENA	ANALYSIS_ID	ERZ267069	http://www.ebi.ac.uk/ena/data/view/ERZ267069	Feeder-free	16	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0214i-feec_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	e9ece115324a7e6d6d1a2b18d42bcf18	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376043/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-feec_2	iPSC	SAMEA2612471	ENA	ANALYSIS_ID	ERZ376043	http://www.ebi.ac.uk/ena/data/view/ERZ376043	Feeder-free	35	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0214i-feec_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	5010dcff985b98caee9024a8b3db3212	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267047/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-feec_3	iPSC	SAMEA2612483	ENA	ANALYSIS_ID	ERZ267047	http://www.ebi.ac.uk/ena/data/view/ERZ267047	Feeder-free	21	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0214i-giju_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	0dd015da0bba0f373cbb1d9080374646	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376162/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-giju_2	iPSC	SAMEA3460678	ENA	ANALYSIS_ID	ERZ376162	http://www.ebi.ac.uk/ena/data/view/ERZ376162	Feeder-free	10	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0214i-giju_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	086a66179cba1517888436394df30e0e	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376066/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-giju_3	iPSC	SAMEA3460677	ENA	ANALYSIS_ID	ERZ376066	http://www.ebi.ac.uk/ena/data/view/ERZ376066	Feeder-free	10	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0214i-heja_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	5bc065cdbf5fe12bdc295b8a6be3f540	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ266/ERZ266998/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-heja_1	iPSC	SAMEA2627577	ENA	ANALYSIS_ID	ERZ266998	http://www.ebi.ac.uk/ena/data/view/ERZ266998	Feeder-free	31	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0214i-heja_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	cb2f35209a10ea704eedb904525888d0	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267056/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-heja_2	iPSC	SAMEA2627578	ENA	ANALYSIS_ID	ERZ267056	http://www.ebi.ac.uk/ena/data/view/ERZ267056	Feeder-free	31	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0214i-heth_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20160125.tsv	457114f66845d1ca18de248903bd74bf	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267070/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-heth_1	iPSC	SAMEA2658090	ENA	ANALYSIS_ID	ERZ267070	http://www.ebi.ac.uk/ena/data/view/ERZ267070	Feeder-free	32	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0214i-kehc_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	60481916e59b2446f5fac91af4f79892	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267049/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-kehc_2	iPSC	SAMEA2658107	ENA	ANALYSIS_ID	ERZ267049	http://www.ebi.ac.uk/ena/data/view/ERZ267049	Feeder-free	27	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0214i-kucg_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	a6c64df563ad74765806b7b6c9c05258	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267007/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-kucg_2	iPSC	SAMEA2645814	ENA	ANALYSIS_ID	ERZ267007	http://www.ebi.ac.uk/ena/data/view/ERZ267007	Feeder-free	25	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0214i-pelm_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	1a3c3f93f90bb6536c7a81bfff526b5c	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ266/ERZ266978/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-pelm_1	iPSC	SAMEA2678742	ENA	ANALYSIS_ID	ERZ266978	http://www.ebi.ac.uk/ena/data/view/ERZ266978	Feeder-free	28	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0214i-pelm_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	a017529467cf385de74aa8aaab59ea18	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ266/ERZ266988/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-pelm_3	iPSC	SAMEA2678738	ENA	ANALYSIS_ID	ERZ266988	http://www.ebi.ac.uk/ena/data/view/ERZ266988	Feeder-free	29	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0214i-poih_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	ad75ec44f7c0b667405bd6d45f356ede	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376150/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-poih_2	iPSC	SAMEA3968761	ENA	ANALYSIS_ID	ERZ376150	http://www.ebi.ac.uk/ena/data/view/ERZ376150	Feeder-free	18	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0214i-poih_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	af400b01e8fbe77a831bc5a1c1fb5878	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376119/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-poih_4	iPSC	SAMEA3969686	ENA	ANALYSIS_ID	ERZ376119	http://www.ebi.ac.uk/ena/data/view/ERZ376119	Feeder-free	9	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0214i-rayr_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20160125.tsv	29b936932b7e4d2c223b61b6fbde10fb	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267063/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-rayr_1	iPSC	SAMEA2649534	ENA	ANALYSIS_ID	ERZ267063	http://www.ebi.ac.uk/ena/data/view/ERZ267063	Feeder-free	22	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0214i-wibj_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20160125.tsv	34caa07d9d94992dd11a4f4e41e3a72b	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ266/ERZ266982/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-wibj_1	iPSC	SAMEA2627566	ENA	ANALYSIS_ID	ERZ266982	http://www.ebi.ac.uk/ena/data/view/ERZ266982	Feeder-free	24	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0214i-wibj_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	f2538b4261a4854f258d5d57585a6955	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ266/ERZ266985/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-wibj_2	iPSC	SAMEA2627567	ENA	ANALYSIS_ID	ERZ266985	http://www.ebi.ac.uk/ena/data/view/ERZ266985	Feeder-free	24	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0215i-deyz_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	407de76ecb2f3d839b08ba85e327196d	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376166/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0215i-deyz_2	iPSC	SAMEA3847037	ENA	ANALYSIS_ID	ERZ376166	http://www.ebi.ac.uk/ena/data/view/ERZ376166	Feeder-free	20	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0215i-deyz_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	ca36fbfb8d8f0c04c093662e795798e9	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376135/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0215i-deyz_3	iPSC	SAMEA3847036	ENA	ANALYSIS_ID	ERZ376135	http://www.ebi.ac.uk/ena/data/view/ERZ376135	Feeder-free	21	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0215i-fawm_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	4b0b0cf00dfc4ef8d36157a22c3ad831	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376132/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0215i-fawm_2	iPSC	SAMEA3735541	ENA	ANALYSIS_ID	ERZ376132	http://www.ebi.ac.uk/ena/data/view/ERZ376132	Feeder-free	15	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0215i-fawm_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	adae40085b44e2023284028ac9b80197	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376106/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0215i-fawm_4	iPSC	SAMEA3754916	ENA	ANALYSIS_ID	ERZ376106	http://www.ebi.ac.uk/ena/data/view/ERZ376106	Feeder-free	17	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0215i-hipn_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	e0b07d3c69fa20ef30f8382bddf2f4f5	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376090/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0215i-hipn_1	iPSC	SAMEA3483998	ENA	ANALYSIS_ID	ERZ376090	http://www.ebi.ac.uk/ena/data/view/ERZ376090	Feeder-free	13	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0215i-hipn_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	ad8267a25cd9100c3b69a334d27e35aa	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376101/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0215i-hipn_2	iPSC	SAMEA3483996	ENA	ANALYSIS_ID	ERZ376101	http://www.ebi.ac.uk/ena/data/view/ERZ376101	Feeder-free	18	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0215i-oilg_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	9af78006de200f6622d96a5b456397a9	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376044/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0215i-oilg_1	iPSC	SAMEA3485963	ENA	ANALYSIS_ID	ERZ376044	http://www.ebi.ac.uk/ena/data/view/ERZ376044	Feeder-free	15	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0215i-oilg_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	7effede1bff1e4cdd80c6f1075c61b4e	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376091/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0215i-oilg_3	iPSC	SAMEA3485962	ENA	ANALYSIS_ID	ERZ376091	http://www.ebi.ac.uk/ena/data/view/ERZ376091	Feeder-free	39	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0215i-romx_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	3bc80d3d44acb83d4a9ffe406ee7d4e9	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487593/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0215i-romx_1	iPSC	SAMEA104009795	ENA	ANALYSIS_ID	ERZ487593	http://www.ebi.ac.uk/ena/data/view/ERZ487593	Feeder-free	10	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0215i-romx_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	fdda6521ac28a48702e91bd94c88cf01	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487558/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0215i-romx_2	iPSC	SAMEA104009794	ENA	ANALYSIS_ID	ERZ487558	http://www.ebi.ac.uk/ena/data/view/ERZ487558	Feeder-free	10	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0215i-uiao_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	14e2e623f382aeae26b6263f5dd1f2f5	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487576/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0215i-uiao_1	iPSC	SAMEA104009787	ENA	ANALYSIS_ID	ERZ487576	http://www.ebi.ac.uk/ena/data/view/ERZ487576	Feeder-free	10	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0215i-uiao_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	3e90c3c5f6367f66e19df9528fa768cb	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487622/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0215i-uiao_2	iPSC	SAMEA104009786	ENA	ANALYSIS_ID	ERZ487622	http://www.ebi.ac.uk/ena/data/view/ERZ487622	Feeder-free	10	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0215i-yoch_6.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	0ec9ee851ee67527accbf9b2cab9c87c	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376109/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0215i-yoch_6	iPSC	SAMEA3847031	ENA	ANALYSIS_ID	ERZ376109	http://www.ebi.ac.uk/ena/data/view/ERZ376109	Feeder-free	36	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0215i-zett_5.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170327.tsv	1b93c7f6053949d6e6c5a56432e48278	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487627/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0215i-zett_5	iPSC	SAMEA3853129	ENA	ANALYSIS_ID	ERZ487627	http://www.ebi.ac.uk/ena/data/view/ERZ487627	Feeder-free	13	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0314i-bipt_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	0dc51d13b6f0ce9415a0c79f82fdc544	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267025/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0314i-bipt_1	iPSC	SAMEA2719619	ENA	ANALYSIS_ID	ERZ267025	http://www.ebi.ac.uk/ena/data/view/ERZ267025	Feeder-free	24	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0314i-bubh_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	411704c9ffcfe8a6c4ad2eaa4b78af3a	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267044/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0314i-bubh_1	iPSC	SAMEA2675459	ENA	ANALYSIS_ID	ERZ267044	http://www.ebi.ac.uk/ena/data/view/ERZ267044	Feeder-free	23	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0314i-bubh_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	45adeb49a78cb8b3a8772b7df6a5db04	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ266/ERZ266979/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0314i-bubh_3	iPSC	SAMEA2698309	ENA	ANALYSIS_ID	ERZ266979	http://www.ebi.ac.uk/ena/data/view/ERZ266979	Feeder-free	27	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0314i-cuhk_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20150415.tsv	67aca4466e592cabaf01fdee2414e7b8	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267065/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0314i-cuhk_1	iPSC	SAMEA2682671	ENA	ANALYSIS_ID	ERZ267065	http://www.ebi.ac.uk/ena/data/view/ERZ267065	Feeder-free	24	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
